,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,year,month_dayth,festival,isweekend,dayth,month
1727,4633,2014-09-30,1.0,cloudy,52.21353334772285,29839,58847,115421,2014,09-30,authum,0,30,9
1728,5476,2014-10-01,1.0,cloudy,58.48738130021915,29157,58342,118254,2014,10-01,authum,0,1,10
1729,4810,2014-10-02,1.0,cloudy,68.53293139293139,29315,58463,122075,2014,10-02,authum,0,2,10
1730,3088,2014-10-03,1.0,cloudy,52.088924870466315,29039,58057,121562,2014,10-03,authum,0,3,10
1731,925,2014-10-04,1.0,cloudy,42.46951351351352,27134,55995,119090,2014,10-04,authum,1,4,10
1732,1277,2014-10-05,1.0,cloudy,50.687705559906036,25936,55143,115239,2014,10-05,authum,1,5,10
1733,4608,2014-10-06,1.0,cloudy,53.18509114583333,25120,54880,112513,2014,10-06,authum,0,6,10
1734,5136,2014-10-07,1.0,cloudy,58.951265576324,24817,54656,114965,2014,10-07,authum,0,7,10
1735,5229,2014-10-08,1.0,cloudy,57.63796136928668,25320,54477,118082,2014,10-08,authum,0,8,10
1736,4840,2014-10-09,1.0,cloudy,53.9775,25073,54388,118255,2014,10-09,authum,0,9,10
1737,4645,2014-10-10,1.0,cloudy,51.34886975242196,25103,54142,118062,2014,10-10,authum,0,10,10
1738,1807,2014-10-11,1.0,cloudy,53.06895406751522,26660,53794,119453,2014,10-11,authum,1,11,10
1739,1721,2014-10-12,1.0,cloudy,56.96472980825103,27542,53478,116407,2014,10-12,authum,1,12,10
1740,2905,2014-10-13,1.0,cloudy,61.78877796901892,27986,53106,115249,2014,10-13,authum,0,13,10
1741,1582,2014-10-14,1.0,rain or snow,60.30733249051834,26283,51100,116354,2014,10-14,authum,0,14,10
1742,3552,2014-10-15,1.0,cloudy,52.94020270270271,22729,48049,116244,2014,10-15,authum,0,15,10
1743,4242,2014-10-16,1.0,cloudy,53.41824611032532,21052,46125,115081,2014,10-16,authum,0,16,10
1744,4115,2014-10-17,1.0,cloudy,55.13151883353584,20454,45557,114185,2014,10-17,authum,0,17,10
1745,1186,2014-10-18,1.0,cloudy,46.23296795952782,19924,46584,112945,2014,10-18,authum,1,18,10
1746,1661,2014-10-19,1.0,cloudy,50.45123419626731,19303,46845,108915,2014,10-19,authum,1,19,10
1747,4517,2014-10-20,1.0,cloudy,54.8172238211202,19243,47229,105426,2014,10-20,authum,0,20,10
1748,4512,2014-10-21,1.0,cloudy,48.220523049645394,20855,47138,108166,2014,10-21,authum,0,21,10
1749,4657,2014-10-22,1.0,cloudy,47.92690573330471,23785,46514,111138,2014,10-22,authum,0,22,10
1750,4577,2014-10-23,1.0,cloudy,51.57205593183308,24890,45942,110963,2014,10-23,authum,0,23,10
1751,2057,2014-10-25,1.0,cloudy,65.66509479824987,25225,45679,110225,2014,10-25,authum,1,25,10
1752,1585,2014-10-26,1.0,cloudy,57.34996845425868,23167,43091,106964,2014,10-26,authum,1,26,10
1753,4939,2014-10-27,1.0,cloudy,68.5254707430654,23566,42869,103463,2014,10-27,authum,0,27,10
1754,4616,2014-10-28,1.0,cloudy,53.832798960138646,26844,46087,103409,2014,10-28,authum,0,28,10
1755,4257,2014-10-29,1.0,cloudy,45.431970871505754,26943,47798,105902,2014,10-29,authum,0,29,10
1756,4273,2014-10-30,1.0,cloudy,45.24500351041423,26688,50473,108066,2014,10-30,authum,0,30,10
1757,2325,2014-10-31,1.0,cloudy,37.513462365591394,26304,51194,107428,2014,10-31,authum,0,31,10
1758,1057,2014-11-01,1.0,cloudy,39.18174077578053,24052,49277,105120,2014,11-01,authum,1,1,11
1759,1071,2014-11-02,1.0,cloudy,46.55770308123249,23052,46219,100701,2014,11-02,authum,1,2,11
1760,4240,2014-11-03,1.0,cloudy,56.47379716981133,22538,46104,96962,2014,11-03,authum,0,3,11
1761,3968,2014-11-04,1.0,cloudy,49.41194556451613,21839,48683,98114,2014,11-04,authum,0,4,11
1762,4477,2014-11-05,1.0,cloudy,52.47469287469288,21191,48134,101157,2014,11-05,authum,0,5,11
1763,3588,2014-11-06,1.0,cloudy,41.10406911928651,21411,48099,104357,2014,11-06,authum,0,6,11
1764,3555,2014-11-07,1.0,cloudy,39.21597749648382,20726,47030,103337,2014,11-07,authum,0,7,11
1765,1113,2014-11-08,1.0,cloudy,43.91159029649596,21956,46008,101756,2014,11-08,authum,1,8,11
1766,1049,2014-11-09,1.0,cloudy,46.47950428979981,22012,45064,97640,2014,11-09,authum,1,9,11
1767,4048,2014-11-10,1.0,cloudy,54.21828063241106,21990,44528,93849,2014,11-10,authum,0,10,11
1768,2809,2014-11-11,1.0,cloudy,38.80096119615522,21798,43637,93252,2014,11-11,authum,0,11,11
1769,2937,2014-11-12,1.0,cloudy,27.399965951651346,20639,41830,94254,2014,11-12,authum,0,12,11
1770,2605,2014-11-13,1.0,cloudy,26.49646833013436,19099,40510,95470,2014,11-13,authum,0,13,11
1771,2490,2014-11-14,1.0,cloudy,25.874698795180716,18116,38842,95170,2014,11-14,authum,0,14,11
1772,743,2014-11-15,1.0,cloudy,27.61063257065949,17051,39007,96078,2014,11-15,authum,1,15,11
1773,651,2014-11-16,1.0,rain or snow,28.44516129032258,16681,38693,93269,2014,11-16,authum,1,16,11
1774,1975,2014-11-17,1.0,rain or snow,14.161417721518989,16283,38273,89678,2014,11-17,authum,0,17,11
1775,1734,2014-11-18,1.0,cloudy,14.796539792387538,14210,36008,87538,2014,11-18,authum,0,18,11
1776,2297,2014-11-19,1.0,cloudy,25.31218981279931,13135,33774,88086,2014,11-19,authum,0,19,11
1777,2215,2014-11-20,1.0,cloudy,21.6520993227991,12495,31594,88722,2014,11-20,authum,0,20,11
1778,2280,2014-11-21,1.0,cloudy,25.23421052631579,12105,30221,86420,2014,11-21,authum,0,21,11
1779,805,2014-11-22,1.0,cloudy,46.33316770186335,11895,28946,84188,2014,11-22,authum,1,22,11
1780,548,2014-11-23,1.0,rain or snow,50.299270072992705,11957,28638,80336,2014,11-23,authum,1,23,11
1781,1233,2014-11-24,1.0,rain or snow,33.24160583941605,11854,28137,76307,2014,11-24,authum,0,24,11
1782,2006,2014-11-25,1.0,cloudy,21.872731804586238,11112,25322,75483,2014,11-25,authum,0,25,11
1783,1605,2014-11-26,1.0,cloudy,25.899813084112147,11384,24519,75904,2014,11-26,authum,0,26,11
1784,268,2014-11-27,1.0,cloudy,23.372761194029852,10692,23187,72570,2014,11-27,authum,0,27,11
1785,585,2014-11-28,1.0,cloudy,28.004786324786323,8745,20850,68222,2014,11-28,authum,0,28,11
1786,658,2014-11-29,1.0,cloudy,47.751519756838896,7050,18945,64550,2014,11-29,authum,1,29,11
1787,608,2014-11-30,1.0,cloudy,39.21743421052632,6903,18860,60935,2014,11-30,authum,1,30,11
1788,1951,2014-12-01,1.0,cloudy,18.817631983598154,6963,18817,59218,2014,12-01,winter,0,1,12
1789,2425,2014-12-02,1.0,cloudy,29.19463917525773,7681,18793,60112,2014,12-02,winter,0,2,12
1790,2543,2014-12-03,1.0,cloudy,30.136767597326003,8100,19484,61466,2014,12-03,winter,0,3,12
1791,2588,2014-12-04,1.0,cloudy,31.345595054095828,9038,19730,59769,2014,12-04,winter,0,4,12
1792,2455,2014-12-05,1.0,cloudy,35.80028513238289,11358,20103,58389,2014,12-05,winter,0,5,12
1793,814,2014-12-06,1.0,cloudy,34.899385749385765,13228,20278,56367,2014,12-06,winter,1,6,12
1794,648,2014-12-07,1.0,cloudy,33.758024691358024,13384,20287,53593,2014,12-07,winter,1,7,12
1795,1507,2014-12-08,1.0,cloudy,35.14379562043796,13424,20387,50686,2014,12-08,winter,0,8,12
1796,1866,2014-12-09,1.0,cloudy,34.563933547695605,12980,20661,51080,2014,12-09,winter,0,9,12
1797,2205,2014-12-10,1.0,cloudy,31.093696145124717,12421,20521,51897,2014,12-10,winter,0,10,12
1798,2394,2014-12-11,1.0,clear,27.398370927318286,12083,21121,50054,2014,12-11,winter,0,11,12
1799,2226,2014-12-12,1.0,cloudy,32.58108715184187,11889,23247,49639,2014,12-12,winter,0,12,12
1800,866,2014-12-13,1.0,cloudy,43.99260969976905,11660,24888,48928,2014,12-13,winter,1,13,12
1801,903,2014-12-14,1.0,cloudy,48.022369878183824,11712,25096,47189,2014,12-14,winter,1,14,12
1802,1946,2014-12-15,1.0,rain or snow,44.610380267214815,11967,25391,45602,2014,12-15,winter,0,15,12
1803,2186,2014-12-16,1.0,cloudy,38.686139066788655,12406,25386,46805,2014,12-16,winter,0,16,12
1804,2179,2014-12-17,1.0,cloudy,25.328223955943088,12726,25147,48340,2014,12-17,winter,0,17,12
1805,2087,2014-12-18,1.0,cloudy,25.53766171538093,12700,24783,48544,2014,12-18,winter,0,18,12
1806,2179,2014-12-19,1.0,cloudy,29.61078476365305,12393,24282,48897,2014,12-19,winter,0,19,12
1807,646,2014-12-20,1.0,cloudy,31.454643962848298,12346,24006,48779,2014,12-20,winter,1,20,12
1808,548,2014-12-21,1.0,cloudy,34.896167883211675,12126,23838,47210,2014,12-21,winter,1,21,12
1809,1233,2014-12-22,1.0,rain or snow,35.367396593673966,11771,23738,45478,2014,12-22,winter,0,22,12
1810,2068,2014-12-23,1.0,cloudy,44.42524177949709,11058,23464,45906,2014,12-23,winter,0,23,12
1811,652,2014-12-24,1.0,cloudy,38.3967791411043,10940,23666,47426,2014,12-24,winter,0,24,12
1812,205,2014-12-25,1.0,cloudy,38.8229268292683,9413,22113,46845,2014,12-25,winter,0,25,12
1813,865,2014-12-26,1.0,cloudy,44.74763005780346,7531,19924,45044,2014,12-26,winter,0,26,12
1814,393,2014-12-27,1.0,cloudy,37.84503816793893,6217,18563,44304,2014,12-27,winter,1,27,12
1815,372,2014-12-28,1.0,cloudy,29.887365591397852,5964,18090,44429,2014,12-28,winter,1,28,12
1816,1460,2014-12-29,1.0,cloudy,26.06719178082193,5788,17559,44216,2014,12-29,winter,0,29,12
1817,1178,2014-12-30,1.0,cloudy,14.231578947368426,6015,17073,45018,2014,12-30,winter,0,30,12
1818,752,2014-12-31,1.0,cloudy,12.38005319148936,5125,16065,45588,2014,12-31,winter,0,31,12
1819,273,2015-01-01,1.0,cloudy,25.31062271062271,5225,14638,44389,2015,01-01,winter,0,1,1
1820,1163,2015-01-02,1.0,cloudy,28.167927773000866,5293,12824,42237,2015,01-02,winter,0,2,1
1821,241,2015-01-03,1.0,rain or snow,33.134439834024896,5591,11808,40857,2015,01-03,winter,1,3,1
1822,120,2015-01-04,1.0,rain or snow,21.722500000000004,5439,11403,38510,2015,01-04,winter,1,4,1
1823,814,2015-01-05,1.0,cloudy,1.376167076167076,5187,10975,36175,2015,01-05,winter,0,5,1
1824,646,2015-01-06,1.0,cloudy,6.341176470588236,4541,10556,36175,2015,01-06,winter,0,6,1
1825,512,2015-01-07,1.0,cloudy,-0.582421875,4009,9134,36173,2015,01-07,winter,0,7,1
1826,417,2015-01-08,1.0,cloudy,2.5268585131894503,3769,8994,35178,2015,01-08,winter,0,8,1
1827,589,2015-01-09,1.0,cloudy,3.255517826825127,3913,9206,33729,2015,01-09,winter,0,9,1
1828,209,2015-01-10,1.0,cloudy,14.11913875598086,3339,8930,32113,2015,01-10,winter,1,10,1
1829,293,2015-01-11,1.0,cloudy,29.729010238907843,3307,8746,29928,2015,01-11,winter,1,11,1
1830,904,2015-01-12,1.0,cloudy,17.937610619469027,3480,8667,27995,2015,01-12,winter,0,12,1
1831,1127,2015-01-13,1.0,cloudy,15.468411712511092,3570,8111,28033,2015,01-13,winter,0,13,1
1832,1213,2015-01-14,1.0,cloudy,13.910469909315749,4051,8060,28257,2015,01-14,winter,0,14,1
1833,1527,2015-01-15,1.0,clear,27.54970530451866,4752,8521,27524,2015,01-15,winter,0,15,1
1834,1785,2015-01-16,1.0,cloudy,29.64795518207283,5862,9775,26865,2015,01-16,winter,0,16,1
1835,633,2015-01-17,1.0,cloudy,39.98183254344392,7058,10397,26471,2015,01-17,winter,1,17,1
1836,525,2015-01-18,1.0,cloudy,36.443619047619045,7482,10789,25017,2015,01-18,winter,1,18,1
1837,1310,2015-01-19,1.0,cloudy,34.17603053435114,7714,11194,23363,2015,01-19,winter,0,19,1
1838,2023,2015-01-20,1.0,cloudy,33.28620860108749,8120,11690,24027,2015,01-20,winter,0,20,1
1839,2075,2015-01-21,1.0,cloudy,30.947228915662645,9016,13067,25502,2015,01-21,winter,0,21,1
1840,2135,2015-01-22,1.0,cloudy,30.478594847775177,9878,14630,26344,2015,01-22,winter,0,22,1
1841,2005,2015-01-23,1.0,cloudy,29.457955112219448,10486,16348,26411,2015,01-23,winter,0,23,1
1842,846,2015-01-24,1.0,cloudy,36.35555555555555,10706,17764,27764,2015,01-24,winter,1,24,1
1843,236,2015-01-25,1.0,cloudy,27.87076271186441,10919,18401,28405,2015,01-25,winter,1,25,1
1844,1517,2015-01-26,1.0,rain or snow,23.26776532630191,10630,18344,27776,2015,01-26,winter,0,26,1
1845,1763,2015-01-27,1.0,cloudy,27.17458876914351,10837,18957,28900,2015,01-27,winter,0,27,1
1846,1973,2015-01-28,1.0,cloudy,29.0091231626964,10577,19593,30291,2015,01-28,winter,0,28,1
1847,1916,2015-01-29,1.0,cloudy,33.892066805845516,10475,20353,30804,2015,01-29,winter,0,29,1
1848,1890,2015-01-30,1.0,cloudy,24.28275132275132,10256,20742,31542,2015,01-30,winter,0,30,1
1849,703,2015-01-31,1.0,cloudy,33.26586059743955,10141,20847,32680,2015,01-31,winter,1,31,1
1850,43,2015-02-01,1.0,rain or snow,25.72558139534884,9998,20917,33110,2015,02-01,winter,1,1,2
1851,284,2015-02-02,1.0,cloudy,11.09964788732394,9805,20435,31990,2015,02-02,winter,0,2,2
1852,503,2015-02-03,1.0,cloudy,20.448707753479127,8572,19409,32033,2015,02-03,winter,0,3,2
1853,682,2015-02-04,1.0,cloudy,16.458797653958946,7312,17889,32416,2015,02-04,winter,0,4,2
1854,656,2015-02-05,1.0,cloudy,8.073170731707316,6021,16496,32284,2015,02-05,winter,0,5,2
1855,989,2015-02-06,1.0,cloudy,23.20990899898888,4761,15017,32294,2015,02-06,winter,0,6,2
1856,520,2015-02-07,1.0,cloudy,37.74192307692306,3860,14001,32771,2015,02-07,winter,1,7,2
1857,351,2015-02-08,1.0,cloudy,32.76410256410257,3677,13675,32874,2015,02-08,winter,1,8,2
1858,1203,2015-02-09,1.0,cloudy,24.30665004156276,3985,13790,32636,2015,02-09,winter,0,9,2
1859,1596,2015-02-10,1.0,cloudy,26.844172932330824,4904,13476,33630,2015,02-10,winter,0,10,2
1860,1733,2015-02-11,1.0,cloudy,30.67899596076169,5997,13309,34933,2015,02-11,winter,0,11,2
1861,1055,2015-02-12,1.0,cloudy,11.046255924170618,7048,13069,35762,2015,02-12,winter,0,12,2
1862,1099,2015-02-13,1.0,cloudy,16.709918107370342,7447,12208,35690,2015,02-13,winter,0,13,2
1863,225,2015-02-14,1.0,cloudy,10.340444444444444,7557,11417,35576,2015,02-14,winter,1,14,2
1864,94,2015-02-15,1.0,rain or snow,10.136170212765958,7262,10939,34274,2015,02-15,winter,1,15,2
1865,774,2015-02-16,1.0,cloudy,14.356459948320413,7005,10990,32583,2015,02-16,winter,0,16,2
1866,1255,2015-02-17,1.0,cloudy,16.11442231075697,6576,11480,32724,2015,02-17,winter,0,17,2
1867,976,2015-02-18,1.0,cloudy,3.859426229508197,6235,12232,33454,2015,02-18,winter,0,18,2
1868,646,2015-02-19,1.0,cloudy,-0.4012383900928794,5478,12526,33120,2015,02-19,winter,0,19,2
1869,908,2015-02-20,1.0,cloudy,11.441960352422907,5069,12516,31743,2015,02-20,winter,0,20,2
1870,459,2015-02-21,1.0,cloudy,27.692592592592593,4878,12435,30576,2015,02-21,winter,1,21,2
1871,281,2015-02-22,1.0,cloudy,15.413879003558714,5112,12374,28900,2015,02-22,winter,1,22,2
1872,949,2015-02-23,1.0,cloudy,5.254267650158061,5299,12304,27176,2015,02-23,winter,0,23,2
1873,1236,2015-02-24,1.0,cloudy,21.491828478964404,5474,12050,27279,2015,02-24,winter,0,24,2
1874,1106,2015-02-25,1.0,cloudy,19.249728752260395,5455,11690,28279,2015,02-25,winter,0,25,2
1875,648,2015-02-26,1.0,cloudy,12.42391975308642,5585,11063,27868,2015,02-26,winter,0,26,2
1876,863,2015-02-27,1.0,clear,8.573580533024336,5587,10656,26753,2015,02-27,winter,0,27,2
1877,338,2015-02-28,1.0,cloudy,15.807396449704145,5542,10420,25643,2015,02-28,winter,1,28,2
1878,281,2015-03-01,1.0,cloudy,21.163345195729534,5421,10533,24065,2015,03-01,spring,1,1,3
1879,1408,2015-03-02,1.0,cloudy,25.041051136363638,5421,10720,22456,2015,03-02,spring,0,2,3
1880,1068,2015-03-03,1.0,cloudy,31.76638576779026,5880,11354,23161,2015,03-03,spring,0,3,3
1881,1452,2015-03-04,1.0,cloudy,17.826033057851234,5712,11167,24186,2015,03-04,spring,0,4,3
1882,1221,2015-03-05,1.0,clear,11.486486486486484,6058,11643,25354,2015,03-05,spring,0,5,3
1883,1233,2015-03-06,1.0,cloudy,20.50405515004055,6631,12218,26072,2015,03-06,spring,0,6,3
1884,688,2015-03-07,1.0,clear,40.18691860465115,7001,12543,26623,2015,03-07,spring,1,7,3
1885,509,2015-03-08,1.0,cloudy,37.19764243614931,7351,12772,26655,2015,03-08,spring,1,8,3
1886,2455,2015-03-09,1.0,cloudy,41.95478615071283,7579,13000,26175,2015,03-09,spring,0,9,3
1887,2737,2015-03-10,1.0,cloudy,44.14439166971136,8626,14506,28110,2015,03-10,spring,0,10,3
1888,2741,2015-03-11,1.0,clear,44.9569865012769,10295,16007,30496,2015,03-11,spring,0,11,3
1889,2714,2015-03-12,1.0,cloudy,46.96061164333088,11584,17642,32034,2015,03-12,spring,0,12,3
1890,2922,2015-03-13,1.0,cloudy,54.28182751540042,13077,19708,33152,2015,03-13,spring,0,13,3
1891,1214,2015-03-14,1.0,cloudy,53.07067545304777,14766,21767,34341,2015,03-14,spring,1,14,3
1892,1033,2015-03-15,1.0,cloudy,55.38257502420136,15292,22643,34500,2015,03-15,spring,1,15,3
1893,3249,2015-03-16,1.0,cloudy,63.746999076638964,15816,23395,34434,2015,03-16,spring,0,16,3
1894,2201,2015-03-17,1.0,cloudy,39.35960926851431,16610,25236,37458,2015,03-17,spring,0,17,3
1895,2403,2015-03-18,1.0,cloudy,41.02600915522264,16074,26369,39565,2015,03-18,spring,0,18,3
1896,2418,2015-03-19,1.0,cloudy,42.42667493796528,15736,27320,41194,2015,03-19,spring,0,19,3
1897,2406,2015-03-20,1.0,cloudy,45.52664172901081,15440,28517,42357,2015,03-20,spring,0,20,3
1898,820,2015-03-21,1.0,cloudy,42.89256097560975,14924,29690,43787,2015,03-21,spring,1,21,3
1899,438,2015-03-22,1.0,cloudy,31.66712328767123,14530,29822,43961,2015,03-22,spring,1,22,3
1900,562,2015-03-23,1.0,cloudy,29.37455516014235,13935,29751,43491,2015,03-23,spring,0,23,3
1901,1215,2015-03-24,1.0,cloudy,32.66189300411522,11248,27858,43594,2015,03-24,spring,0,24,3
1902,1734,2015-03-25,1.0,cloudy,38.391291810841984,10262,26336,44528,2015,03-25,spring,0,25,3
1903,1901,2015-03-26,1.0,cloudy,36.64466070489216,9593,25329,45313,2015,03-26,spring,0,26,3
1904,1229,2015-03-27,1.0,cloudy,26.508462164361273,9076,24516,45978,2015,03-27,spring,0,27,3
1905,563,2015-03-28,1.0,clear,31.722380106571933,7899,22823,46101,2015,03-28,spring,1,28,3
1906,411,2015-03-29,1.0,cloudy,38.71459854014599,7642,22172,46016,2015,03-29,spring,1,29,3
1907,2011,2015-03-30,1.0,cloudy,51.618796618597706,7615,21550,45564,2015,03-30,spring,0,30,3
1908,2075,2015-03-31,1.0,cloudy,49.35045783132529,9064,20312,47237,2015,03-31,spring,0,31,3
1909,2584,2015-04-01,1.0,cloudy,62.290441176470594,9924,20186,49031,2015,04-01,spring,0,1,4
1910,1886,2015-04-02,1.0,cloudy,59.49358430540828,10774,20367,50207,2015,04-02,spring,0,2,4
1911,1750,2015-04-03,1.0,cloudy,44.73725714285714,10759,19835,51025,2015,04-03,spring,0,3,4
1912,778,2015-04-04,1.0,cloudy,51.62982005141388,11280,19179,51323,2015,04-04,spring,1,4,4
1913,682,2015-04-05,1.0,cloudy,57.80967741935485,11495,19137,50880,2015,04-05,spring,1,5,4
1914,2218,2015-04-06,1.0,cloudy,48.302389540126235,11766,19381,50329,2015,04-06,spring,0,6,4
1915,1625,2015-04-07,1.0,cloudy,41.92984615384616,11973,21037,51859,2015,04-07,spring,0,7,4
1916,1999,2015-04-08,1.0,cloudy,42.301750875437726,11523,21447,52975,2015,04-08,spring,0,8,4
1917,1377,2015-04-09,1.0,cloudy,64.15061728395061,10938,21712,52519,2015,04-09,spring,0,9,4
1918,2085,2015-04-10,1.0,cloudy,49.21803357314148,10429,21188,51159,2015,04-10,spring,0,10,4
1919,1446,2015-04-11,1.0,clear,56.984163208851996,10764,22044,50503,2015,04-11,spring,1,11,4
1920,1434,2015-04-12,1.0,cloudy,62.70857740585775,11432,22927,49235,2015,04-12,spring,1,12,4
1921,3282,2015-04-13,1.0,cloudy,61.36185252894576,12184,23950,47747,2015,04-13,spring,0,13,4
1922,4216,2015-04-14,1.0,cloudy,59.71681688804554,13248,25221,49815,2015,04-14,spring,0,14,4
1923,3841,2015-04-15,1.0,cloudy,56.80999739651133,15839,27362,52998,2015,04-15,spring,0,15,4
1924,3239,2015-04-16,1.0,cloudy,55.72272306267367,17681,28619,53590,2015,04-16,spring,0,16,4
1925,4165,2015-04-17,1.0,cloudy,70.14444177671069,19543,29972,54628,2015,04-17,spring,0,17,4
1926,1419,2015-04-18,1.0,cloudy,55.39929527836505,21623,32387,56390,2015,04-18,spring,1,18,4
1927,853,2015-04-19,1.0,cloudy,61.71793669402111,21596,33028,55391,2015,04-19,spring,1,19,4
1928,2657,2015-04-20,1.0,cloudy,46.799962363567936,21015,33199,53838,2015,04-20,spring,0,20,4
1929,3056,2015-04-21,1.0,cloudy,45.44267015706807,20390,33638,55675,2015,04-21,spring,0,21,4
1930,2806,2015-04-22,1.0,cloudy,41.05188880969352,19230,35069,58293,2015,04-22,spring,0,22,4
1931,3357,2015-04-23,1.0,clear,46.91191540065535,18195,35876,60537,2015,04-23,spring,0,23,4
1932,3223,2015-04-24,1.0,cloudy,49.41210052745889,18313,37856,62679,2015,04-24,spring,0,24,4
1933,666,2015-04-25,1.0,cloudy,44.061561561561575,17371,38994,64168,2015,04-25,spring,1,25,4
1934,1183,2015-04-26,1.0,cloudy,51.11470836855454,16618,38214,62933,2015,04-26,spring,1,26,4
1935,3691,2015-04-27,1.0,cloudy,49.19309130316988,16948,37963,62887,2015,04-27,spring,0,27,4
1936,4109,2015-04-28,1.0,cloudy,50.649501095156964,17982,38372,66015,2015,04-28,spring,0,28,4
1937,4139,2015-04-29,1.0,cloudy,53.153128775066435,19035,38265,69713,2015,04-29,spring,0,29,4
1938,3784,2015-04-30,1.0,cloudy,46.90631606765327,20368,38563,71841,2015,04-30,spring,0,30,4
1939,4249,2015-05-01,1.0,cloudy,59.242457048717355,20795,39108,73550,2015,05-01,spring,0,1,5
1940,2166,2015-05-02,1.0,cloudy,70.82096029547553,21821,39192,75215,2015,05-02,spring,1,2,5
1941,1521,2015-05-03,1.0,cloudy,72.27863247863247,23321,39939,75495,2015,05-03,spring,1,3,5
1942,4114,2015-05-04,1.0,cloudy,64.35887214389889,23659,40607,75266,2015,05-04,spring,0,4,5
1943,2957,2015-05-05,1.0,cloudy,49.73577950625634,24082,42064,78602,2015,05-05,spring,0,5,5
1944,4334,2015-05-06,1.0,not clear,62.92879556991232,22930,41965,80877,2015,05-06,spring,0,6,5
1945,5185,2015-05-07,1.0,cloudy,76.73253616200577,23125,43493,82993,2015,05-07,spring,0,7,5
1946,3521,2015-05-08,1.0,cloudy,72.53584209031524,24526,45321,86553,2015,05-08,spring,0,8,5
1947,1329,2015-05-09,1.0,cloudy,54.275620767494345,23798,45619,88075,2015,05-09,spring,1,9,5
1948,825,2015-05-10,1.0,cloudy,49.784969696969696,22961,46282,88027,2015,05-10,spring,1,10,5
1949,3183,2015-05-11,1.0,cloudy,63.41878730757147,22265,45924,86767,2015,05-11,spring,0,11,5
1950,3902,2015-05-12,1.0,cloudy,51.47239876986161,21334,45416,88504,2015,05-12,spring,0,12,5
1951,4139,2015-05-13,1.0,cloudy,48.59301763711042,22279,45209,90972,2015,05-13,spring,0,13,5
1952,4122,2015-05-14,1.0,cloudy,59.88153808830665,22084,45209,91829,2015,05-14,spring,0,14,5
1953,4571,2015-05-15,1.0,cloudy,69.66996280901336,21021,45547,91735,2015,05-15,spring,0,15,5
1954,2188,2015-05-16,1.0,cloudy,73.12065813528335,22071,45869,92465,2015,05-16,spring,1,16,5
1955,1848,2015-05-17,1.0,cloudy,77.06829004329003,22930,45891,91414,2015,05-17,spring,1,17,5
1956,5145,2015-05-18,1.0,cloudy,68.05315840621965,23953,46218,89097,2015,05-18,spring,0,18,5
1957,4415,2015-05-19,1.0,cloudy,48.61202718006796,25915,47249,92823,2015,05-19,spring,0,19,5
